Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Palm_tip_x,Thumb_tip_x,Index_tip_x,Middle_tip_x,Ring_tip_x,Pinky_tip_x,Palm_tip_y,Thumb_tip_y,Index_tip_y,Middle_tip_y,Ring_tip_y,Pinky_tip_y,Palm_tip_z,Thumb_tip_z,Index_tip_z,Middle_tip_z,Ring_tip_z,Pinky_tip_z
3,11,9,3,-1,1,-3,-1,-22.801393508911133,35.32826614379883,28.073951721191406,24.930938720703125,-2.6795647144317627,-31.08595848083496,31.74319839477539,-3.551318645477295,-44.117401123046875,-49.72948455810547,-52.84862518310547,-42.3354606628418,124.93389892578125,101.8717041015625,115.9487075805664,104.76301574707031,98.84992980957031,93.41397857666016
-6,-23,-16,-13,4,0,0,0,-22.801393508911133,35.32826614379883,28.073951721191406,24.930938720703125,-2.6795647144317627,-31.08595848083496,31.74319839477539,-3.551318645477295,-44.117401123046875,-49.72948455810547,-52.84862518310547,-42.3354606628418,124.93389892578125,101.8717041015625,115.9487075805664,104.76301574707031,98.84992980957031,93.41397857666016
0,7,2,-1,1,-4,0,-1,-22.811481475830078,35.3023567199707,27.966665267944336,24.827787399291992,-2.7623252868652344,-31.19028663635254,31.82862091064453,-3.5364279747009277,-44.101253509521484,-49.65800094604492,-52.782188415527344,-42.25823974609375,125.00080871582031,101.9170913696289,116.07310485839844,104.82746124267578,98.97688293457031,93.52548217773438
-1,-6,-9,5,1,0,-2,-1,-22.811481475830078,35.3023567199707,27.966665267944336,24.827787399291992,-2.7623252868652344,-31.19028663635254,31.82862091064453,-3.5364279747009277,-44.101253509521484,-49.65800094604492,-52.782188415527344,-42.25823974609375,125.00080871582031,101.9170913696289,116.07310485839844,104.82746124267578,98.97688293457031,93.52548217773438
-3,-15,-14,2,-1,0,2,-2,-22.811481475830078,35.3023567199707,27.966665267944336,24.827787399291992,-2.7623252868652344,-31.19028663635254,31.82862091064453,-3.5364279747009277,-44.101253509521484,-49.65800094604492,-52.782188415527344,-42.25823974609375,125.00080871582031,101.9170913696289,116.07310485839844,104.82746124267578,98.97688293457031,93.52548217773438
-1,12,6,-9,5,5,3,-3,-22.811481475830078,35.3023567199707,27.966665267944336,24.827787399291992,-2.7623252868652344,-31.19028663635254,31.82862091064453,-3.5364279747009277,-44.101253509521484,-49.65800094604492,-52.782188415527344,-42.25823974609375,125.00080871582031,101.9170913696289,116.07310485839844,104.82746124267578,98.97688293457031,93.52548217773438
2,6,1,1,-1,0,0,2,-22.779573440551758,35.28411102294922,27.856164932250977,24.70697593688965,-2.8530187606811523,-31.301721572875977,31.93335723876953,-3.546180486679077,-44.096702575683594,-49.62763595581055,-52.70932388305664,-42.16020202636719,125.09101867675781,101.98314666748047,116.22476959228516,104.95150756835938,99.14228820800781,93.67786407470703
-1,0,11,4,-2,-4,-1,-2,-22.779573440551758,35.28411102294922,27.856164932250977,24.70697593688965,-2.8530187606811523,-31.301721572875977,31.93335723876953,-3.546180486679077,-44.096702575683594,-49.62763595581055,-52.70932388305664,-42.16020202636719,125.09101867675781,101.98314666748047,116.22476959228516,104.95150756835938,99.14228820800781,93.67786407470703
-1,1,0,0,-1,-2,-1,-1,-22.731494903564453,35.29951095581055,27.77424430847168,24.623825073242188,-2.8985097408294678,-31.37691307067871,32.046485900878906,-3.553159475326538,-44.08143997192383,-49.576107025146484,-52.63008117675781,-42.069923400878906,125.16244506835938,102.07268524169922,116.41536712646484,105.09756469726562,99.3357925415039,93.84373474121094
5,30,-6,-10,-5,-5,-2,2,-22.731494903564453,35.29951095581055,27.77424430847168,24.623825073242188,-2.8985097408294678,-31.37691307067871,32.046485900878906,-3.553159475326538,-44.08143997192383,-49.576107025146484,-52.63008117675781,-42.069923400878906,125.16244506835938,102.07268524169922,116.41536712646484,105.09756469726562,99.3357925415039,93.84373474121094
-7,-30,1,22,4,-1,1,-3,-22.731494903564453,35.29951095581055,27.77424430847168,24.623825073242188,-2.8985097408294678,-31.37691307067871,32.046485900878906,-3.553159475326538,-44.08143997192383,-49.576107025146484,-52.63008117675781,-42.069923400878906,125.16244506835938,102.07268524169922,116.41536712646484,105.09756469726562,99.3357925415039,93.84373474121094
